StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,previousParticipatio,politicalView,politicalView_4_TEXT,gender,gender_3_TEXT,immigration,immigrationStatus_1,immigrationStatus_8,immigrationStatus_2,immigrationStatus_6,immigrationStatus_3,immigrationStatus_4,immigrationStatus_5,immigrationStatus_5_TEXT,language#1_1_1,language#1_1_2,language#1_1_3,language#1_2_1,language#1_2_2,language#1_2_3,language#1_3_1,language#1_3_2,language#1_3_3,language#1_4_1,language#1_4_2,language#1_4_3,language#1_5_1,language#1_5_2,language#1_5_3,Q36,random
10/21/20 16:14,10/21/20 16:25,IP Address,108.14.54.178,100,641,TRUE,10/21/20 16:25,R_2dsF5FnNQf1Wt24,,,,,41.01289368,-73.75589752,anonymous,EN,I agree to participate,increase,"It has been a beneficial change on the local economy as not only has there been more job opportunities for employment for people, there has been a steady rise in population which indicates economic growth. If immigrants are also starting their own businesses, it creates a large amount of jobs for others which may also stimulate their ideas to create their own business.",positive,,10,TRUE,increase,Becoming greater in amount.,"Within three years, the growth of immigrant labor in the town of Addison has skyrocketed.",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,Since birth,5,,,,,,,,,,,,,United States.,841133
10/21/20 15:34,10/21/20 15:37,IP Address,67.0.230.72,100,190,TRUE,10/21/20 15:37,R_2c6nMRmxisJ23ej,,,,,35.14100647,-106.7109985,anonymous,EN,I agree to participate,invasion,It has increased and diversified the local economy.  There are now both more people to shop and patronize businesses and more businesses that diversify the local offerings.  It sounds like a great thing for the small town.,positive,,9,TRUE,invasion,An infestation or unwanted influx.  There is definitely meant to be a negative connotation in the word.,"In the last three years, there has been a sizable increase of immigrant labor in the town of Addison.",No,Democrat,,Male,,Other,Grandparents came to the US as immigrants,,,,,,,,English,1,5,Spanish,14,2,,,,,,,,,,Just the US.,975287
11/21/20 16:45,11/21/20 17:18,IP Address,74.195.174.170,100,1978,TRUE,11/21/20 17:18,R_2uJTYIcME0x1tu3,,,,,35.02549744,-97.94619751,anonymous,EN,I agree to participate,increase,It helped the local economy opened up new potential jobs for people and it brought some new shops and business to the Addison,positive,,9,TRUE,increase,a lot more of immigrants ,"In the town of Addison, there has been a increase of immigrant labor in the last three years.",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,united states,623188
11/21/20 16:52,11/21/20 16:56,IP Address,198.37.205.19,100,218,TRUE,11/21/20 16:56,R_3kAG2njR1ABudBX,,,,,38.47360229,-82.64129639,anonymous,EN,I agree to participate,increase,"It is a positive effect. The population is growing and new jobs are being created. If this keeps up, the city will continue to grow and prosper!",positive,,10,TRUE,increase,a rise,More and more immigrants have entered the workforce in Addison during the last three years. ,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,865544
11/21/20 15:50,11/21/20 15:55,IP Address,97.83.250.198,100,276,TRUE,11/21/20 15:55,R_2bT2CXDso0wDGrZ,,,,,43.12049866,-89.35230255,anonymous,EN,I agree to participate,flood,It is good for the economy. They hire people with their businesses. Their businesses being more money into the community.,positive,,10,TRUE,wave,A massive amount,"In the last three years, their has been a significant increase of immigrant labor in town of Addison.",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,United States ,896507
11/21/20 16:24,11/21/20 16:30,IP Address,104.218.198.100,100,378,TRUE,11/21/20 16:30,R_2aaTrsJNlQoEGKk,,,,,39.73510742,-105.0269012,anonymous,EN,I agree to participate,flood,It rises the economy level and through this change most of the immigrants get a clear life and a have a chance to win the life.,positive,,8,TRUE,flood,flood means the lot of someone mixed and enter into the place,"In the last three years, there has  been a flood of immigrant labor in the town of Addison.",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,spanish,15,3,tamil,20,3,,,,,,,United States,466431
11/21/20 15:43,11/21/20 15:49,IP Address,174.192.139.74,100,379,TRUE,11/21/20 15:49,R_ewI4EScUOiaaGGd,,,,,42.01550293,-87.86869812,anonymous,EN,I agree to participate,flood,It seems immigrants have been good for the local economy. It has created jobs and entertainment. The immigrants who once worked as labor have expanded into different fields and many of them have open businesses in the area as well. All this has created a truly economic environment for survival and success in the area. A place where you can raise a family.,positive,,10,TRUE,flood,An influx,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,689162
11/7/20 15:33,11/7/20 15:38,IP Address,173.63.61.15,100,284,TRUE,11/7/20 15:38,R_12A4Wy5YVus1Wx0,,,,,40.9571991,-74.16040039,anonymous,EN,I agree to participate,boost,It seems it has boosted the economy. How is it they can open businesses though and some of us here in the country already can have problems doing so? I feel this is somewhat cheating our country in a way but okay with it boosting the economy at the same time.,positive,boost,8,TRUE,boost,To get bigger,Immigrants have been doing well the past three years as far as working class citizens in a town called Addison.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,usa,825573
11/7/20 16:06,11/7/20 16:10,IP Address,24.0.87.75,100,239,TRUE,11/7/20 16:10,R_2bNuy8XYARpduaK,,,,,39.97689819,-74.16010284,anonymous,EN,I agree to participate,boost,It seems like overall the immigrant workers have helped the economy. They have jobs in many industries in the town and have also started new businesses of their own.,positive,,7,TRUE,boost,Boost here means an increase.,"In the last three years, immigrant labor has increased in the town of Addison.",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,782280
11/7/20 15:34,11/7/20 15:38,IP Address,67.189.50.183,100,268,TRUE,11/7/20 15:38,R_1MWjotQwCG8bsX4,,,,,45.48049927,-122.6362991,anonymous,EN,I agree to participate,boost,"It seems like the economy got a boost from the immigrants during the last three years. In which, it paved way for more immigrants to come in and expand the economy.",positive,boost,8,TRUE,boost,"To increase, improve and expand.",There has been an expansion of immigrant labor in the town of Addison during these last three years.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States,762450
10/21/20 16:16,10/21/20 16:20,IP Address,73.140.38.58,100,253,TRUE,10/21/20 16:20,R_3GuJmbTakOku7fm,,,,,47.62980652,-117.3988953,anonymous,EN,I agree to participate,flood,"It seems like this change has been positive. It seems this way because the immigrant workers are helping the local farms sell more product and be successful, which pumps money back into the city, which raises everyone's standard of living. The fact that immigrants are opening businesses is awesome, and they should do whatever they want.",positive,,9,TRUE,flood,"A large influx or increase from what is typical, often uncontrollable",An influx of immigrant labor in the town of Addison has been happening for the past three years.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,birth,5,,,,,,,,,,,,,United States,110446
11/7/20 15:38,11/7/20 15:42,IP Address,73.67.133.254,100,251,TRUE,11/7/20 15:42,R_1dah4CRFlHFFddJ,,,,,45.5032959,-122.7743988,anonymous,EN,I agree to participate,increase,"It seems positive since more businesses are being started which also creates more jobs.  There doesn't seem to be a shortage of jobs, so I don't see anything negative about the situation.",positive,,10,TRUE,increase,To grow larger.,There has been a growing number of immigrants working in the town of Addison in the last three years.,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1?,5,,,,,,,,,,,,,USA,893900
11/7/20 16:48,11/7/20 16:53,IP Address,172.58.19.93,100,298,TRUE,11/7/20 16:53,R_TvBk19Hetg9htMl,,,,,33.83580017,-117.9062958,anonymous,EN,I agree to participate,increase,"It seems that for the immigrants to open businesses, that should be a net positive. For other work, they seem to be filling jobs that need people. Overall, if the immigrants are hiring people and spending money, it should have a very beneficial effect in the local economy.",positive,fill (container),8,TRUE,increase,A growing number of immigrants in this case.,The town of Addison has experienced an increasing amount of immigrant labor for the past three years.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,622311
10/21/20 15:19,10/21/20 15:26,IP Address,216.186.133.181,100,416,TRUE,10/21/20 15:26,R_29nLzSsmV9CVV3Q,,,,,42.36300659,-83.36270142,anonymous,EN,I agree to participate,increase,"It seems the area is thriving. The  population has grown, immigrant owned businesses are opened in the area and doing well.  So, it seems to be me that the immigrants have been good for our economy.",positive,,9,TRUE,increase,growth in  numbers,There has been a major growth of immigrant labor in town of Addison in the last three years.,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,birth,5,,,,,,,,,,,,,United States,289909
11/7/20 16:32,11/7/20 16:37,IP Address,73.214.213.140,100,301,TRUE,11/7/20 16:37,R_0Nd9O22O0kb5m4p,,,,,40.24310303,-79.23750305,anonymous,EN,I agree to participate,boost,"It seems to have had a beneficial effect on the economy.  The immigrants have shown they can work in several different fields from physical labor to food service.  Some immigrants have also started businesses, which is prosperous to them as well as helps the economy where they live.",positive,,10,TRUE,boost,a rapid increase in a short period of time.,Addison's labor industry has seen a rapid increase due to immigrants working over the past three years.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,United States,157151
11/7/20 16:10,11/7/20 16:21,IP Address,73.23.210.242,100,666,TRUE,11/7/20 16:21,R_3HXCXjleJ0lTDOi,,,,,26.59210205,-81.67839813,anonymous,EN,I agree to participate,increase,It should be helping the local economy because there are a lot more immigrants working. That can boost the economy because thousands of immigrants will be earning money and then spending a lot of it locally. ,positive,boost,9,TRUE,increase,being made larger,In the last 3 years there have been more immigrants working in Addison than before. ,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,470692
11/21/20 16:23,11/21/20 16:29,IP Address,131.216.14.120,100,402,TRUE,11/21/20 16:29,R_UKGdbAR979eQ5VL,,,,,36.10079956,-115.1364975,anonymous,EN,I agree to participate,boost,"It sounds like the economy is doing well in Addison. They have people to fill various jobs (farming, construction, cleaning, etc.) and some of the immigrants have started businesses.",positive,,7,TRUE,boost,An increase,Immigrant labor has increased in the town of Addison in the last three years.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States only,661282
11/21/20 16:30,11/21/20 16:32,IP Address,216.10.175.48,100,159,TRUE,11/21/20 16:32,R_3QJYkjIHW2KWJG3,,,,,38.27619934,-76.63559723,anonymous,EN,I agree to participate,increase,It sounds like the economy is improving. The number of immigrants seeking jjobs has more than doubled so there's probably a lot of room for growth.,positive,,8,TRUE,increase,to become greater or larger than before,More immigrants now are working in the town of Addison then there were three years ago.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Spanish,12,2,,,,,,,,,,United States,438665
11/21/20 15:27,11/21/20 15:31,IP Address,98.212.110.232,100,200,TRUE,11/21/20 15:31,R_26l00SaxjWGVBIH,,,,,40.14439392,-89.3647995,anonymous,EN,I agree to participate,invasion,It sounds like the immigrants have brought more business to the town. I imagine this is a positive for the economy.,positive,,10,TRUE,invasion,unwelcome attack,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,717526
11/21/20 15:27,11/21/20 15:34,IP Address,124.157.84.102,100,443,TRUE,11/21/20 15:34,R_1rxEtg3Iw2Wumwa,,,,,-41.28660583,174.7756042,anonymous,EN,I agree to participate,boost,It sounds like there has been a positive impact.  Opening restaurants and small shops seems to help the economy.  Also getting jobs in the other areas like construction would help the economy.  The quicker things are built the faster people can move into the area and spend money at local shops.,positive,,8,TRUE,boost,increase or improve something,"In the last three years, there has been an increase of immigrant labor in the town of Addison.",No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,USA,628062
11/21/20 15:26,11/21/20 15:35,IP Address,73.175.0.76,100,536,TRUE,11/21/20 15:35,R_2ttfBHooL1tdZoF,,,,,40.59919739,-77.57679749,anonymous,EN,I agree to participate,invasion,It would of been a boost in the economy. When they opened businesses it would of created jobs. Increase in tax revenues from income and businesses.,positive,boost,7,TRUE,invasion,An intrusion of a large group of people.,"Over the past three years, A large group of immigrants have gathered in Addison.",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,n/a,,,,,,,,,,,,"United States, Saudi Arabia, Germany and Italy.",465122
11/7/20 16:10,11/7/20 16:19,IP Address,152.86.88.16,100,524,TRUE,11/7/20 16:19,R_2zPiON4LSX3YyCw,,,,,36.3125,-82.3769989,anonymous,EN,I agree to participate,boost,It would seem the impact on the local economy is positive. The opening of new businesses increases employment rates and the tax base. The new businesses make the town more desirable for further new residents to move in and also more and diverse business.,positive,,9,TRUE,boost,it increased,During the last three years Addison has seen a significant increase in immigrant labor.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,257649
11/7/20 16:03,11/7/20 16:05,IP Address,67.182.20.21,100,120,TRUE,11/7/20 16:05,R_3R2sxpQO5vVSpSk,,,,,38.55589294,-121.7391052,anonymous,EN,I agree to participate,increase,It's hard to say. It might be more of a reverse scenario. The growing economy has attracted more labor. I'd say the economy has grown.,positive,,5,TRUE,increase,addition,There has been more immigrant labor in the last three years.,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,usa,314050
11/7/20 15:43,11/7/20 15:48,IP Address,47.217.135.233,100,256,TRUE,11/7/20 15:48,R_1CkGMOaq06t289r,,,,,35.74450684,-95.3451004,anonymous,EN,I agree to participate,increase,It's really helped the economy. The population grows at a very steady rate and a percent of those people start new businesses which help to bring money back into the community. ,positive,,10,TRUE,increase,An increase is when there is more of something. ,The town of Addison has seen an increase in immigrant labor over the past 3 years. ,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,510501
10/21/20 15:12,10/21/20 15:17,IP Address,96.40.117.249,100,253,TRUE,10/21/20 15:17,R_3KveKRdE75LhGQR,,,,,33.86810303,-118.1831055,anonymous,EN,I agree to participate,increase,Its good because most of these immigrants want to work and some of them if not most pay taxes. I personally knew a few immigrants growing up and they all warked day and never had any time to spend with their own kids.,positive,,10,TRUE,increase,growth or maturity ,In the past few years there has been more immigrants working labor in the town of Addison.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,usa,345459
11/21/20 16:07,11/21/20 16:15,IP Address,107.77.202.170,100,491,TRUE,11/21/20 16:15,R_2QthGpR73wgPq7X,,,,,39.36450195,-76.60690308,anonymous,EN,I agree to participate,increase,Looks like it has been positive with increased businesses and jobs. Seems immigrants have been working hard to expand their financial situations ,positive,,10,TRUE,increase,More people have come into town. ,Addison in the last three years has significantly grown in population. ,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,285891
10/21/20 15:10,10/21/20 15:13,IP Address,68.104.142.91,100,157,TRUE,10/21/20 15:13,R_3en6y66hVNfKZxt,,,,,33.24090576,-111.7791977,anonymous,EN,I agree to participate,invasion,lots more workers and lots more productivity,positive,,7,TRUE,surge,large amount of people moving in,People have been moving to Addison in record numbers,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,407224
11/7/20 15:38,11/7/20 15:43,IP Address,68.98.155.54,100,269,TRUE,11/7/20 15:43,R_1gNGhKF6f9zAfpA,,,,,38.69599915,-77.19950104,anonymous,EN,I agree to participate,invasion,"Lots of immigrants have seemed to improve the local economy filling the needs of the local community and even starting some new businesses.  In four years, the amount of immigrants has more than tripled which will help with local state tax revenue since immigrants tend to be hard workers.",positive,fill (container),6,TRUE,invasion,To occupy or move into someone elses territory or property and maybe to attack them.,The town of Addison has seen a massive rise in the amount of immigrant workers in the last few years.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,birth,5,,,,,,,,,,,,,USA only,724261
11/7/20 15:47,11/7/20 15:52,IP Address,73.189.147.24,100,330,TRUE,11/7/20 15:52,R_3n5T0rIItrrF073,,,,,38.54629517,-122.8047028,anonymous,EN,I agree to participate,flood,"Many immigrants are starting their own businesses, like restaurants, small shops, and other things. The immigrants are working for others also, cleaning homes, working construction, doing tasks like manual labor, etc.  I think overall the change on the economy is positive.",positive,,9,TRUE,flood,"influx, or inundation, an abundance, often of water, but it could be an abundance of other things.","In the last 3 years, immigrants have moved into Addison in great numbers.",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,258021
11/7/20 15:33,11/7/20 16:00,IP Address,24.107.0.207,100,1585,TRUE,11/7/20 16:00,R_3G1G6mZz8UVhkwz,,,,,38.6486969,-90.32969666,anonymous,EN,I agree to participate,flood,Maybe Addison town became a trending place to live so immigrants started to make a profit out of the growing population there.,positive,,10,TRUE,flood,Big amount,"In the last three years, there has been an increase in immigrant labor in the town of Addison.",No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,355481
11/21/20 16:27,11/21/20 16:30,IP Address,67.82.139.7,100,201,TRUE,11/21/20 16:30,R_Ad5Q2T0pwh0JZiF,,,,,40.63679504,-74.00050354,anonymous,EN,I agree to participate,increase,"More businesses, more revenue generated for the local economy. The influx of immigrant workers stimulates the economic growth of the area.",positive,influx,7,TRUE,increase,the number has grown larger,"Over the past few years, the town of Addison has seen a sharp rise in the number of immigrant workers.",No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,French,18,3,,,,,,,,,,"UK, France",433221
11/21/20 15:48,11/21/20 15:51,IP Address,73.147.12.248,100,198,TRUE,11/21/20 15:51,R_3NEXBwQOjzsmy7y,,,,,37.2696991,-81.22119904,anonymous,EN,I agree to participate,increase,More immigrants have moved in. They have helped the economy by filling jobs.,positive,fill (container),6,TRUE,increase,boost of more.,THere has been a boost of immigrants creating and filling jobs in the town of Addison.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,760342
11/7/20 15:40,11/7/20 15:47,IP Address,73.73.216.186,100,417,TRUE,11/7/20 15:47,R_2fv8oTI6SO2PnYU,,,,,41.76879883,-88.14250183,anonymous,EN,I agree to participate,increase,More immigrants working in Addison have boosted the local economy. Immigrants contribute a lot to the lives of the local people.,positive,boost,10,TRUE,increase,more people ,"In the last three years, there has been more immigrant labor in the town of Addison.",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,Mandarin,5,3,,,,,,,,,,United States,942307
11/7/20 15:33,11/7/20 15:41,IP Address,173.170.131.214,100,478,TRUE,11/7/20 15:41,R_O7lWrNJyon8F1tf,,,,,27.90319824,-82.29109955,anonymous,EN,I agree to participate,boost,"More people working, better jobs for immigrants. It helps the local economy grow with adding more jobs.",positive,,10,TRUE,boost,help or encourage (something) to increase or improve,"Over the last three years, jobs seen a boost in Addison.",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,,,,,,,,,,,,,,,United States,738227
11/21/20 15:40,11/21/20 15:46,IP Address,216.193.153.34,100,367,TRUE,11/21/20 15:46,R_3Rt0DRZ1Do0SXxV,,,,,42.12930298,-72.75219727,anonymous,EN,I agree to participate,increase,More restaurants and small shops owned by immigrants. It also gave local farm the much needed cheap labor force.,positive,,10,TRUE,increase,a metric has grown,The use of immigrant labor has grown in Addison in the last three years.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Russian,14,5,Romanian,7,5,,,,,,,United States,329064
11/7/20 15:54,11/7/20 16:00,IP Address,193.148.18.76,100,345,TRUE,11/7/20 16:00,R_9uV7qEETeAtYrzr,,,,,40.71569824,-74,anonymous,EN,I agree to participate,increase,more small businesses opening & hopefully more tax revenues for local gov't,positive,,6,TRUE,increase,more people (28000 people),"Since 2016, more foreigners have come to work in the town of Addison.",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Spanish,12,4,Italian,18,2,French,19,2,Russian,25,1,US,720017
11/21/20 15:29,11/21/20 15:32,IP Address,162.199.164.185,100,196,TRUE,11/21/20 15:32,R_yJE8sZwWJaqbIel,,,,,33.19760132,-96.61779785,anonymous,EN,I agree to participate,flood,"new immigrants  have caused an expansion into construction, cleaning, food service, restaurants and small shops. this improves the economy in addison although no numbers about the economy were provided",positive,,10,TRUE,flood,large amount of people,"In the last three years, there has been a substantial increase of immigrant labor in the town of Addison.",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,575163
11/7/20 15:41,11/7/20 15:46,IP Address,96.59.98.55,100,275,TRUE,11/7/20 15:46,R_3PGgpNTfbGMPxbt,,,,,27.90809631,-82.75520325,anonymous,EN,I agree to participate,invasion,"Overall, I believe the effect on the economy in Addison has been positive. The immigrants took many of the jobs that are normally difficult to fill - eg., field work - as well as opening new businesses which will bring more money and tax dollars to the community.",positive,,8,TRUE,invasion,"""Invasion"" would imply a hostile incursion of outsiders.","Over the last there years, the town of Addison has experienced rapid growth in its immigrant community.",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,Only the United States.,779111
11/21/20 15:55,11/21/20 15:59,IP Address,172.72.51.114,100,277,TRUE,11/21/20 15:59,R_32LxOgvyvXKp9vG,,,,,35.17120361,-80.79389954,anonymous,EN,I agree to participate,invasion,"Probably net positive, as some immigrants have taken the chance to open shops and stores, probably also restaurants where they may serve their native dishes to the locals. The downside would be downward pressure on wages, and poor working conditions, as employers have a permanent underclass of vulnerable people to exploit. ",positive,pressure,8,TRUE,invasion,an unwanted attack or overrunning ,"During the last three years, the town of Addison has seen an dramatic increase in immigrant workers. ",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,Spanish,10,3,,,,,,,,,,United States,758362
11/7/20 16:06,11/7/20 16:11,IP Address,50.89.15.168,100,315,TRUE,11/7/20 16:11,R_23eM1zgGp9NbZQC,,,,,28.79350281,-81.28679657,anonymous,EN,I agree to participate,increase,"Since 2016 there has been a big increase in population from 12K to 40K of the immigrant population. There are people who have now entered the service jobs like housekeeping and construction, and some who have even opened stores or businesses. The economy has grown because of these things. Service jobs and the new businesses have expanded the economy of Addison. ",positive,,8,TRUE,increase,Growth in numbers ,The immigrant labor force in Addison has grown significantly in the past three years.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,508795
11/7/20 15:39,11/7/20 15:49,IP Address,98.223.126.8,100,583,TRUE,11/7/20 15:49,R_0rEM8Beq3HdPBKx,,,,,41.87319946,-88.00019836,anonymous,EN,I agree to participate,invasion,"since a lot of immigrants went to the town of Addison, there are a lot of jobs  that they've expanded into. immigrants have rapidly grown in this area and even have started their own businesses which seems like the local economy is now booming and thriving",positive,,9,TRUE,invasion,invasion means to occupy,"In the last three years, immigrant workers have occupied the town of Addison ",No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,spanish,5,2,,,,,,,,,,united states,824113
11/7/20 15:36,11/7/20 15:42,IP Address,199.116.157.211,100,362,TRUE,11/7/20 15:42,R_3F1WcDUT7mAfNWe,,,,,37.33590698,-82.98040009,anonymous,EN,I agree to participate,increase,Since most of the immigrants are farm workers and some have started businesses I would say the economy has grown.,positive,,7,TRUE,increase,The population has increased by quite a bit for Addison. In other words the population for Addison has risen significantly.,The town of Addison has experienced an increase of immigrant labor in the last three years.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,United States,628715
11/7/20 15:33,11/7/20 15:47,IP Address,98.254.77.190,100,821,TRUE,11/7/20 15:47,R_vx0bjDvEOyCEXlf,,,,,25.99719238,-80.32589722,anonymous,EN,I agree to participate,flood,SINCE THE ECONOMY HAS BEEN THRIVING AND IT IS BECAUSETHOSE IMMIGRANTS HAVE STARED BUSINEESES AND A LOT MORE SMALL SHOPS. IN A WAY THEY OPENED MORE OPPORTUINITIES AND PAVED THE WAY FOR OTHERS.,positive,,10,TRUE,flood,A LOT AROUND 5000,IN THE LAST THREE YEARS THERE HAVE BEEN INCREASED OF IMMIGRANT LABOR IN THE TOWN OF ADDISON,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,,,,,,,,,,,,,,,UNITED STATES,973431
11/7/20 15:50,11/7/20 16:00,IP Address,198.228.133.187,100,655,TRUE,11/7/20 16:00,R_1LCgwhLTQOacaki,,,,,45.48170471,-122.4156036,anonymous,EN,I agree to participate,increase,that changes for benefits to lower people ,positive,,9,TRUE,increase,"Increase to become progressively greater as in size, amount, number, or intensity","the last three years, has been increased immigrant labor  in the town of Addison",No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,FLUENT,,,,,,,,,,,,,USA,127606
11/7/20 16:18,11/7/20 16:23,IP Address,71.10.134.167,100,270,TRUE,11/7/20 16:23,R_2rG87pHcsyWzSvO,,,,,43.42720032,-86.37860107,anonymous,EN,I agree to participate,flood,"The ability to find work and the ability to start businesses. I think the economy is doing much better and therefore, everyone profits.",positive,,8,TRUE,flood,an outpouring,"During the last three years, there has been a surge of immigrant labor in the town of Addison.",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,194851
11/21/20 16:18,11/21/20 16:24,IP Address,107.77.198.125,100,355,TRUE,11/21/20 16:24,R_1H0nrnZ49gEH8rk,,,,,32.87930298,-96.63749695,anonymous,EN,I agree to participate,increase,The agricultural business has thrived with so many immigrants working the fields.  In turn they have been able to open their own businesses and work in other fields of work.  All of this has helped the economy as a whole.,positive,,8,TRUE,increase,make greater in size,Immigrant labor has grown in the last three years in the town of Addison.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,USA,666033
11/21/20 15:45,11/21/20 15:48,IP Address,73.253.212.101,100,217,TRUE,11/21/20 15:48,R_06U5ODyS1EfWqnn,,,,,42.93899536,-70.81900024,anonymous,EN,I agree to participate,increase,The article indicates that there has been a very positive affect on the local economy in Addison.  It seems the hard working immigrants have collectively made it a better place to live and work.,positive,,9,TRUE,increase,to add more,The immigrant labor in the town of Addison has experienced an increase of immigrant labor in the last three years.,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,None,710347
11/7/20 16:12,11/7/20 16:27,IP Address,198.228.134.152,100,899,TRUE,11/7/20 16:27,R_3R8c6pcnVLlw0Cl,,,,,45.48170471,-122.4156036,anonymous,EN,I agree to participate,boost,"The available evidence suggests that immigration leads to more innovation, a better educated workforce, greater occupational specialization, better matching of skills with jobs, and higher overall economic productivity. Immigration also has a net positive effect on combined federal, state, and local budgets. ",positive,,8,TRUE,boost,"Improve technology, grow, and expand. All of these actions increase productivity, which grows the economy. Tax cuts and rebates, proponents argue, allow consumers to stimulate the economy themselves by imbuing it with more money.","Since last three years, there has been a boost of immigrant labor in the town of Addison.",No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States of America,588402
