ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,language#1_1_1,Q36,textblob_polarity,negative,neutral,positive,roberta_sentiment,positive_z,likert_z,paraphrase_negative,paraphrase_neutral,paraphrase_positive,paraphrase_sentiment,paraphrase_similarity,paraphrase_similarity_groups
R_295t2oYMLNs1s6s,42.06809998,-72.62560272,invasion,"economic growth, rapid growth ,more people have settled,,the economy has grown.",positive,,9,True,invasion,entering as an enemy,"In the last three years ,there has been an invasion of immigrant labor in the town of addison.",Democrat,Male,BornInUS,English,USA,0.35,0.006239548,0.16975905,0.82400143,positive,0.53498876,0.6163401349412423,0.6742268,0.3094176,0.016355544,negative,0.82649565,medium
R_2VfsXkuZhutb8Go,40.71569824,-74.0,invasion,"Economic impact always refers to the level of economic activity in a certain area (in terms of jobs, income, wealth, etc.)Most of the immigrants do farm work in the surrounding agricultural communities. Some have expanded into construction, cleaning, food service, or other manual labor professions. this is for some improve of the local economy",positive,,7,True,invasion,an act of invading especially : incursion of an army for conquest or plunder. 2 : the incoming or spread of something usually hurtful.,"In the last three years,there has been an invasion of immigrant labor in the town of Addison.",Independent,Male,BornInUS,English,United States,0.09785714285714286,0.02860101,0.8038889,0.16751014,neutral,-1.346164,-0.21913254991326914,0.6694897,0.31604236,0.014468032,negative,0.82649565,medium
R_2WvQS32AjueESAo,38.32739258,-81.66899872,invasion,From what I can tell it has helped. New businesses opened thus creating more jobs very everyone! Win/Win.,positive,,10,True,invasion,A takeover.,In the past three years there has been a large number of immigrants that have come to the town of Addison.,Democrat,Male,BornInUS,English,USA,0.29545454545454547,0.0016913387,0.040969476,0.95733917,positive,0.9170634,1.034076477368498,0.07990924,0.8671577,0.052933004,neutral,0.83229834,medium
R_sB9nlgiyscRgMut,38.34669495,-121.9519043,increase,"I am assuming that taxes are being reported and paid, business licenses are being obtained and renewed in which case new immigrant businesses are supporting the economy.  I THINK (but am not sure) that some of the sales taxes paid when people shop at these new businesses are returned to the city/county.  And it may mean more money spent locally than would be the case otherwise.  On the other hand, more people in the town will require more spending by the town (e.g., more teachers, more spending on sewage treatment, etc.)  I think probably more of a longer term net plus for the community long term, might be more spending from community in short term.  Not positive how it would net out near term.",positive,,7,True,increase,More than before,More immigrants have been working in Addison over the last three years than previously.,Democrat,Female,BornInUS,English,"U.S., England",0.15102813852813854,0.28571275,0.59884423,0.115443036,neutral,-1.4953605,-0.21913254991326914,0.04838726,0.80284345,0.14876924,neutral,0.86400247,high
R_3Rgay04BDT6XMdD,33.97390747,-81.23449707,increase,I believe it has helped the local economy. More people to do jobs that are available and needed to be performed. More income for immigrants means more money is spent locally and also more tax revenue for the town.,positive,,8,True,increase,Growing in size.,More immigrants are moving to the town of Addison to work.,Republican,Male,BornInUS,English,USA,0.2875,0.0041939123,0.12216385,0.87364227,positive,0.67723286,0.19860379251398658,0.11500937,0.8270994,0.057891257,neutral,0.86709774,high
R_1hHn7vX7RoXfasl,40.73800659,-73.9858017,invasion,I believe that due to the influx of the immigrants the economy has improved. The immigrants have opened businesses and contributed in a positive way to the workforce. I think they have made the economy stronger. ,positive,influx,9,True,invasion,A swarm or forceful takeover by an outside force. ,Starting three years ago there has been a substantial influx of immigrants in the workforce of Addison.,Democrat,Male,BornInUS,English,USA,0.05113636363636363,0.0016641985,0.040997595,0.9573382,positive,0.9170607,0.6163401349412423,0.092858866,0.8428153,0.06432582,neutral,0.85915035,high
R_3iULqvzhJKV5PMN,41.49389648,-73.05169678,boost,"I believe that the effects of the increased immigration of Addison is mixed, but probably beneficial as a whole. A three-fold increase between 2016 to 2020 in the number of immigrant workers has likely depressed wages in manual labor jobs due to abundant supply of workers. This likely has led to a loss of income for people who worked those jobs previously as well as put pressure on the availability of affordable housing. On the other hand, the new small businesses some of these immigrants to Addison have created likely has provided more jobs and additional tax revenue to town of Addison.",positive,,6,True,boost,Boost can be defined here as a rapid increase in quantity. ,"In the last three years, there has been an increase of immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,United States of America,0.06414141414141415,0.07619628,0.551978,0.37182572,neutral,-0.7607049,-0.6368688923405249,0.029885383,0.8806639,0.08945072,neutral,0.8468797,high
R_3PCdZKSIU9uFRCy,35.1013031,-106.5246964,invasion,"I believe the effect has been overwhelmingly positive. If immigrants were able to move into low paying, highly essential positions they were either empty and not being down or they are being paid lower wages with is the employers fault not the immigrants. And to think that they have been so hardworking and successful that they have opened new businesses created new jobs and revenue for the town is entirely good news.",positive,,10,True,invasion,infiltration,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,1,0.21944444444444447,0.009561805,0.085237056,0.9052012,positive,0.76766384,1.034076477368498,0.090968706,0.8577972,0.051234074,neutral,0.86251485,high
R_3OquPaQvqRxHA4Q,34.00300598,-118.4297943,increase,I believe the effect seems to have been mostly positive. It has increased productivity as well as business opportunities in Addison. ,positive,,10,True,increase,"rise, greater number compared to previous years",The town of Addison has seen a growth in the number of immigrant labor in the last three years. ,Democrat,Female,BornInUS,English,USA,0.22727272727272727,0.0011624281,0.031510383,0.9673272,positive,0.94568366,1.034076477368498,0.014219506,0.7491703,0.2366102,neutral,0.84180737,high
R_0HusKlOEM6DHofn,38.00039673,-121.3105011,flood,I believe there has been a positive effect.  The local economy has grown resulting in more jobs.,positive,,9,True,flood,an overflow of water,Immigrant labor in the town of Addison has been increasing in the last three years.,Democrat,Male,BornInUS,English,United States,0.24242424242424243,0.0015217203,0.036827847,0.9616505,positive,0.9294173,0.6163401349412423,0.25437745,0.6914869,0.054135695,neutral,0.80283654,medium
R_1jTYMuPiqq1xPrS,42.42610168,-83.25140381,increase,I believe this means there are more hardworking people contributing to the economy. There is also a more diverse workforce bringing in new ideas and new ways of doing things. This will be a great benefit to the city.,positive,,8,True,increase,when there is more of something,More immigrant laborers have come to Addison.,Democrat,Male,BornInUS,English,USA,0.41454545454545444,0.0012290928,0.019216472,0.9795544,positive,0.9807204,0.19860379251398658,0.08319306,0.87288237,0.043924633,neutral,0.825057,medium
R_D1xWuhkt2vwHsKl,40.11199951,-88.2365036,invasion,"I believe this will generate a positive effect on the local economy. With an influx of workers who are primarily doing manual labor, the economy will have the required workforce in order to develop further. This will also lead to the creation of more job opportunities and the expansion of current businesses.",positive,influx,8,True,invasion,unwelcome advancements,Immigrant laborers have made unwelcome advancements in the town of Addison in the last three years.,Democrat,Male,BornInUS,English,"America, India",0.1878787878787879,0.0016852508,0.07629283,0.9220219,positive,0.8158631,0.19860379251398658,0.4417394,0.50280803,0.05545262,neutral,0.75739413,low
R_1pus8mdJnG4XxDj,28.30220032,-82.62640381,invasion,i can only assume that the local economy has been positively effected. jobs that were undesirable to locals are being filled by immigrants. some immigrants are starting businesses which brings in more revenue for the city.,positive,,7,True,invasion,influx of things usually use for unwanted things.,"in the last three years, there has been a large increase of immigrant labor in the town of Addison.",Independent,Male,BornInUS,English,USA,0.1878787878787879,0.012000814,0.21999322,0.76800597,positive,0.37453574,-0.21913254991326914,0.01847573,0.785473,0.19605133,neutral,0.8344635,medium
R_yEnen5e7oCdEzaF,38.58450317,-76.89409637,invasion,"I cannot ascertain the economic impacts on the local economy without more information. But given that the number has grown from 12,000 to 40,000, there has likely been economic growth to attract new workers.",positive,,5,True,invasion,Intrusion by a foreign force.,"In the last three years, there has been a deluge of immigrant labor in the town of Addison.",Independent,Male,BornInUS,English,1,0.1727272727272727,0.02800188,0.61297375,0.35902432,neutral,-0.7973869,-1.0546052347677806,0.19305389,0.7491725,0.057773657,neutral,0.8097638,medium
R_2rOqkhjxHlzsGPb,43.99099731,-124.0930023,increase,"I expect the immigrant labor has contributed to the economy so that town of Addison is a thriving community. It's been said that many immigrants are willing to pick up types of work than many Americans aren't willing to do, and I'm guessing that is indeed the case. I only hope that the immigrant labor is being fairly paid without the employers demanding they do the work of two or three people, as I've heard this is being reported on farm labor staffed by immigrants mainly from Mexico. It also sounds like some of the Addison immigrants have managed to start their own ventures, and I think this will encourage residents there to view these immigrants on more of a peer level.",positive,,10,True,increase,the definition of increase would be rising (population in this case),"In the last three years, there has been a rising population of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,"US, Canada",0.3851851851851852,0.03726288,0.49674758,0.4659896,neutral,-0.49088165,1.034076477368498,0.048819352,0.8768102,0.07437039,neutral,0.8485408,high
R_3NxOJmtbkmkAsPy,38.62480164,-83.80699921,increase,I feel it has made the economy grow. It has helped others to have better lives to be able to have a dreams .,positive,,10,True,increase,to grow or to become a lot more of something ,The last three years there has been a increase of immigrate workers in Addison.,Democrat,Female,BornInUS,English,USA,0.5,0.0024598355,0.064326234,0.93321395,positive,0.8479334,1.034076477368498,0.19523923,0.7671906,0.03757024,neutral,0.7923124,low
R_2atVtJ7AYnMeXji,35.85969543,-82.71050262,increase,"I feel like it probably boosted the local economy. With more people in Addison, more money will be spent.",positive,boost,9,True,increase,An additional amount.,There has been an addition to the amount of immigrant labor in the town of Addison.,Independent,Female,BornInUS,English,United States,0.225,0.010263241,0.25373697,0.7359998,positive,0.28282323,0.6163401349412423,0.023855137,0.9118487,0.06429611,neutral,0.8556769,high
R_2AYFUcYoIs6QXAW,28.62249756,-81.43170166,increase,I feel like it will be great for the economy as more people with work will make it so that more people can spend things and buy things. It is a step towards a more productive society.,positive,,10,True,increase,addition of people,Addison has seen a rise of immigrants working for the past three years.,Democrat,Female,BornInUS,English,USA,0.575,0.0021029445,0.035461403,0.9624356,positive,0.93166703,1.034076477368498,0.027238686,0.77603847,0.1967229,neutral,0.7888199,low
R_6PZqSSbgsndNOSJ,28.36369324,-82.67590332,increase,I feel like it would be good for the economy. I imagine most of the jobs were new so it seems like that would mean that more money is changing hands.,positive,,7,True,increase,to become greater in number,Over the last three years the number of immigrant workers in Addison has increased.,Democrat,Male,BornInUS,English,United States,0.3047727272727273,0.026832117,0.22166559,0.7515023,positive,0.32724497,-0.21913254991326914,0.13587269,0.79836464,0.06576264,neutral,0.86191046,high
R_1Qsj9MxSxS1omnP,42.08250427,-75.90039825,invasion,"I imagine it has been a good thing. The small businesses started by immigrants need suppliers and probably hire people as well, so I think job creation has occurred.  The immigrants are also buying things for themselves, like cars, clothing, etc, so all-round good for local business.",positive,,9,True,explosion,an attack by a foreign force,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,USA,0.2875,0.003394428,0.061451513,0.9351541,positive,0.8534928,0.6163401349412423,0.090968706,0.8577972,0.051234074,neutral,0.86251485,high
R_1dzusQbLlyLEWKs,41.10339355,-104.905899,invasion,I like to think it has been somewhat positive.  There are a lot of workers and it sounds like new businesses have opened which would only help the economy and those looking for work.,positive,,6,True,invasion,unwanted presence,"In the last three years, there has been an unwanted amount of immigrant labor in the town of Addison.",Republican,Male,BornInUS,English,United States,0.12121212121212122,0.003180694,0.05098199,0.94583726,positive,0.8841051,-0.6368688923405249,0.78146225,0.20956406,0.008973643,negative,0.8023659,medium
R_1GtQq3ZKRuwReGR,42.24630737,-70.99720001,flood,I strongly believe the addition of immigrant labor added a net plus to the local economy. The immigrants opening businesses are the highest positives for the local economy in terms of immigration benefits.,positive,,9,True,flood,A large increase.,"In the last three years, there has been a large increase of immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,United States,0.10833333333333332,0.0016523616,0.048500568,0.9498471,positive,0.89559513,0.6163401349412423,0.017183494,0.7925885,0.19022807,neutral,0.83870363,medium
R_2bT5EslhTpXlycQ,26.18580627,-80.23999786,increase,"I think all of this increased immigration into Addison has been quite a boon to the economy of the area.  With a more than tripling of the immigrant population in the last four years, the opportunities for the service economy to grow to tend to the needs of the the ever increasing influx of agricultural workers can mean increased prosperity for the Addison community.  The possible drawbacks of a larger population in the area can be mitigated by the economic benefits.",positive,"boon, influx",8,True,increase,a larger number or amount,"The town of Addison has experienced growth of its immigrant population over the past three years, contributing to the local labor force.",Democrat,Male,BornInUS,English,"U.S.A., France, Sweden",0.06458333333333334,0.010448693,0.19685994,0.79269135,positive,0.44527084,0.19860379251398658,0.0017760422,0.32928115,0.66894275,positive,0.8082524,medium
R_2t3ZHatU50e061b,27.55949402,-82.3934021,flood,I think because of the immigrants this town has improved economically. There have been new businesses opening up which means more money coming into the community.,positive,,8,True,flood,"increase of something, usually water",In the last three years there has been an inudation of immigrant labor in the town of Addison.,Independent,Female,BornInUS,English,US,0.3121212121212121,0.002159152,0.08027247,0.9175683,positive,0.8031014,0.19860379251398658,0.37633565,0.5969538,0.026710546,neutral,0.81995285,medium
R_3lFapLbtqjeJhMX,34.21929932,-118.9841995,invasion,"I think given the types of jobs these immigrants are taking, they play a valuable role. So the effect is positive. They are performing necessary tasks that benefit the local economy of Addison.",positive,,7,True,invasion,a mass taking over an area where they previously were not residing,The town of Addison has seen an extraordinary increase from immigrant labor over the last three years.,Democrat,Female,BornInUS,English,USA,0.07575757575757576,0.0024884266,0.07214252,0.925369,positive,0.82545406,-0.21913254991326914,0.002520152,0.12940976,0.86807007,positive,0.77097744,low
R_XtfqpL0YtVBFhoR,34.03489685,-117.6184998,flood,I think it has been good with so much extra labor and services being provided.  I think it adds more opportunity for people to spend on different things and support different people with their purchases.,positive,,8,True,flood,a large amount quickly,The town of Addison has had a very large influx of immigrant labor in the last three years.,Democrat,Male,BornInUS,English,United States,0.24,0.0020536191,0.029294288,0.9686521,positive,0.9494803,0.19860379251398658,0.03645647,0.80937934,0.15416425,neutral,0.8460699,high
R_3NXra7wqxVamyc1,35.83320618,-78.84729767,increase,I think it has been positive. Workers are not going stay and in a town that is struggling. The fact that so many other businesses has opened shows that they are growing. Growth is good.,positive,,10,True,increase,a number that rises,Addison has more immigrant workers in the last three years.,Democrat,Female,BornInUS,English,united states of america,0.3255681818181818,0.0027890496,0.039033506,0.95817745,positive,0.9194654,1.034076477368498,0.05397114,0.79077584,0.15525298,neutral,0.8082194,medium
R_30i5QN5DqXFfG9t,29.80969238,-82.46749878,increase,I think it has changed for the better. There's people creating jobs and businesses. We're all immigrants in the end.,positive,,8,True,increase,A rising number of which.,"Through the last three years, there have been more immigrants working in Addison.",Democrat,Male,BornInUS,English,Only the United States.,0.5,0.012865775,0.1676603,0.8194739,positive,0.52201533,0.19860379251398658,0.02004844,0.74021083,0.23974073,neutral,0.8709254,high
R_3rMmr1T4L18AjN5,31.77029419,-106.3005981,increase,I think it has increased. There are more people working and giving more money into the economy making the economy greater. I just hope they are all paying taxes. ,positive,,7,True,increase,means there is more,"In the last thre years, there has been way more immigrant labor in the town of Addison.",Republican,Female,BornInUS,English,usa,0.5,0.012404075,0.17780004,0.8097959,positive,0.49428335,-0.21913254991326914,0.078100495,0.7719719,0.14992754,neutral,0.8620005,high
R_da0H2nFaxgSoBcl,39.62440491,-84.37640381,boost,I think it has likely greatly boosted the local economy.  There are many more customers for local businesses.   Businesses have no problem filling low level positions. A few locals who are unskilled may have more trouble finding jobs but many more jobs have been created.  Tax revenues have gone up greatly.,positive,boost,7,True,boost,It means an increase.,"In the past three years, the number of immigrants working in Addison has greatly increased.",Democrat,Male,BornInUS,English,United States,0.2846153846153846,0.009388486,0.13161229,0.8589992,positive,0.63527364,-0.21913254991326914,0.079610355,0.7147539,0.20563564,neutral,0.8534394,high
R_5hZyF76aln6yn5L,32.96359253,-96.74680328,flood,I think it has made the local economy  more productive and alive with the influx of these people to the area.  I think if these people spend money in the area and not send it back to Mexico it will help the community. I also think these people better all have insurance for their cars and health or they will just become burdens to the state for all the services they are taking from actual citizens.,positive,influx,5,True,flood,pouring into an area or direction of a large amount of something.,"In the last few years, there has been a large influx of immigrant workers in the town of Addison.",Republican,Male,BornInUS,English,USA,0.18333333333333335,0.04131367,0.31351146,0.64517486,positive,0.022567488,-1.0546052347677806,0.065471984,0.8607887,0.07373936,neutral,0.9070921,high
R_sBaCuh5pbKiWWUF,26.04849243,-80.37909698,increase,"I think it has stimulated the local economy. The increased business, such as from the opening of shops, has provided more income to the area.",positive,stimulate,10,True,increase,The number of a population has gone up.,"During the previous three years, the town of Addison has seen a rise in the amount of immigrant labor.",Democrat,Male,BornInUS,English,United states,0.16666666666666666,0.0024084726,0.13262345,0.8649681,positive,0.65237737,1.034076477368498,0.014146879,0.87631303,0.10954007,neutral,0.8219178,medium
R_2sYJtwfWyGuWL7L,39.80130005,-75.00309753,flood,I think it is good for the economy.  Immigrants expanding and owning or operating businesses gives more employments to others as well. It is good equal opportunity for all.,positive,,10,True,flood,a lot of or many,"In the last three years, there has been a growing amount of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,United States,0.475,0.0022150527,0.035141837,0.96264315,positive,0.93226177,1.034076477368498,0.038339507,0.86691433,0.09474625,neutral,0.87914515,high
R_a5A9s5G71NPBiLv,32.71850586,-97.14320374,increase,"I think it is likely a positive change in the local economy. New business means attracting more people and more jobs. The immigrants hired to work on farms, in homes, or on construction sites are often paid less than non-Immigrants so all those people are saving money as well. ",positive,,8,True,increase,going from a smaller number to a larger one,The amount of immigrant labor has been increasing in the town of Addison over the last three years,Democrat,Female,BornInUS,English,The United States and England,0.170995670995671,0.01164139,0.18729371,0.80106497,positive,0.46926513,0.19860379251398658,0.078755274,0.8540299,0.06721486,neutral,0.88487035,high
R_1Lpzp58c9waxScj,34.85040283,-92.4088974,invasion,I think it's bolstered business and the economy in Addison. The influx of immigrant workers have brought in even more revenue for their companies. ,positive,"bolster, influx",9,True,invasion,A taking over of a place; or to be inundated with something/someone.,"In the last three years, Addison has seen a huge influx of immigrants in the workforce.",Independent,Female,BornInUS,English,USA,0.5,0.0028542697,0.11767014,0.8794756,positive,0.69394803,0.6163401349412423,0.2663992,0.6434304,0.09017035,neutral,0.82080245,medium
R_3QYKP9PUkGwY8JM,43.4178009,-85.76010132,increase,"I think more people working in the area, and new people opening businesses in the area can only benefit the economy. They have also likely increased the cultural value of their area, as many immigrants bring with them their own cultural traditions, foods, and knowledge.",positive,,10,True,increase,rise,"Over the last few years, the number of immigrants working in Addison has risen.",Independent,Female,BornInUS,English,United States,0.24204545454545456,0.003514137,0.1964916,0.7999943,positive,0.46619713,1.034076477368498,0.07950272,0.83622277,0.08427456,neutral,0.88946307,high
R_3Oqwiw7E8i3YupJ,33.31210327,-111.8212967,increase,"I think that has been an extremely positive change in the local economy. There has been a boon in several local markets including restaurants and shops which can help drive traffic towards these areas, especially if the wares and food is novel in Addison. It also seems like immigrant workers have taken up jobs that might of had trouble hiring workers which is a boon for those areas too. ",positive,boon,9,True,increase,growing larger in size or degree,The immigrant labor force has grown in the town of Addison over the last three years.,Democrat,Male,BornInUS,Vietnamese,1,0.004545454545454543,0.006775847,0.11015556,0.8830686,positive,0.7042437,0.6163401349412423,0.003350118,0.48090518,0.5157447,positive,0.81165344,medium
R_Do9F8nBpOvNDTnb,39.75860596,-104.9179001,flood,I think that has likely improved the local economy over all. I think the immigrants likely took on a large portion of jobs that weren't already filled or have high turnover rates. There are many people there who are working and the creation of new businesses is a very good indication of economic prosperity. ,positive,fill (container),9,True,flood,"A large, overwhelming amount.",The town of Addison has seen a dramatic increase in immigrant labor over the course of the past 3 years.,Independent,Male,BornInUS,English,United States,0.2520649350649351,0.0062830993,0.08734601,0.90637094,positive,0.7710157,0.6163401349412423,0.012497307,0.61182,0.37568274,neutral,0.77921534,low
R_3I3J7DOcCfI5D1c,32.19430542,-110.9766998,boost,"I think that since most of the immigrants perform jobs which most native-born Americans would not want to do, the increase of immigrants is not affecting the level of unemployment.  I think that since some of them are starting their own businesses that this is helping the economy to grow and be healthy.  Populations in most cities gradually increase, so there is a need for increased small businesses over time.  There may be some instances where teenagers have trouble finding jobs while going to school, or where a job is taken by an immigrant which could have been had by a native-born American, but I think that this is the exception, not the rule.",positive,,9,True,boost,an increase,Immigrant labor has increased in the town of Addison over the past three years.,Democrat,Male,BornInUS,English,United States,0.23888888888888887,0.20358348,0.60865337,0.18776317,neutral,-1.2881298,0.6163401349412423,0.17842199,0.7577827,0.063795425,neutral,0.8527522,high
R_VPuURHLtB9Womn7,32.44129944,-81.77110291,boost,"I think that the change probably positively effected the economy of Addison. I feel this way because, as mentioned in the previous paragraph that was provided, immigrants bring businesses into the community which provide more jobs. Also, just by them being there, I'm sure they contribute to the local economy by supporting local businesses.",positive,,9,True,boost,A boost is a significant increase.,Over the past three years the amount of immigrant labor has dramatically increased in the town of Addison. ,Independent,Female,BornInUS,English,United States of America,0.18722943722943722,0.0028226085,0.09713361,0.9000438,positive,0.75288546,0.6163401349412423,0.08904118,0.66769063,0.2432682,neutral,0.84132457,high
R_zdRiuxvneGG0v6x,33.65629578,-112.1706009,increase,"I think that the large amount of immigrants coming in has helped the economy. They are not just immigrants, but they are also consumers. So they are consuming goods and services as well providing them. It seems like a win-win.",positive,,10,True,increase,growth. an uptick.,There has been a rise in the amount of immigrant labor in the town of Addison within the last three years.,Independent,Male,BornInUS,English,USA,0.21428571428571427,0.00675611,0.10130709,0.8919367,positive,0.72965497,1.034076477368498,0.017176572,0.8734167,0.10940668,neutral,0.8602892,high
R_vCz8tjExsiEoARb,33.73379517,-116.9299011,increase,"I think that the local economy has grown. There is more innovation and the competition makes the local areas a better place. Even though there are more workers, there is also an increase of activity which is good for everyone.",positive,,8,True,increase,Increase is when the amount goes higher or up compared to previously.,"Over the past 3 years, the immigration labor market in the town of Addison has grown.",Democrat,Male,BornInUS,English,United States,0.3666666666666667,0.0019375975,0.039555542,0.9585069,positive,0.92040944,0.19860379251398658,0.004109227,0.4029156,0.5929752,positive,0.8004574,low
R_1IyCXOSHsLI5wq1,39.30549622,-76.45179749,invasion,I think that there is a larger and more productive workforce. I think the local economy is stronger overall. I also think it may be harder to find work right now because of all the available labor but that will eventually sort itself out.,positive,,10,True,invasion,People coming in droves who were not originally native to that area,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,United States,0.15510204081632656,0.017950723,0.21069337,0.7713559,positive,0.38413492,1.034076477368498,0.090968706,0.8577972,0.051234074,neutral,0.86251485,high
R_9tvlrPRYq26qSEp,43.06419373,-74.33399963,boost,"I think that this change has increased the size of the local economy. This is because there are more people in Addison, so it is likely that there is also a larger economy.",positive,,7,True,boost,increase,"In the last three years, there has been an increase in immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,United States,0.125,0.007529156,0.3607886,0.6316823,positive,-0.01609504,-0.21913254991326914,0.02526561,0.8700175,0.1047169,neutral,0.8458576,high
R_1g6djjCPBU7vutT,38.69670105,-121.3130035,increase,I think that this has made the local economy better and more booming. It has allowed many more jobs to move in to the area and offer more services to the town.,positive,boom,10,True,increase,more,there has been more immigrant labor performed in the town of Addison in the last three years,Independent,Female,BornInUS,English,i have only lived in the united states,0.4166666666666667,0.0013022954,0.024082221,0.97461545,positive,0.966568,1.034076477368498,0.1105131,0.8231655,0.066321485,neutral,0.8669332,high
R_2vYrpBOoILry9uw,39.33610535,-76.53890228,boost,"I think the boost in immigrant labor has made a lot of the local people lose their jobs or have trouble finding jobs. However, on the other side of things, the immigrants have been starting businesses which in return will create jobs for the locals. I think the economy will be very good with the increase in immigrant labor.",positive,boost,7,True,boost,increase a lot more people doing something,The town of Addison has had immigrant labor increase in the last 3 years.,Democrat,Male,BornInUS,English,United States,0.11699999999999999,0.024141748,0.16773158,0.8081267,positive,0.48950025,-0.21913254991326914,0.026916444,0.8816255,0.091458105,neutral,0.83685637,medium
R_BX2ODYYNeezdDEt,28.74780273,-82.4992981,boost,I think the economy has improved in Addison. The opening of several new businesses by immigrants increases the number of available jobs and could therefore reduce unemployment.,positive,,7,True,boost,a notable increase,"In the last three years, the amount of immigrant labor in the town of Addison has increased.",Democrat,Male,BornInUS,English,United States,0.1787878787878788,0.003515076,0.11009096,0.88639396,positive,0.7137724,-0.21913254991326914,0.07800841,0.832357,0.08963457,neutral,0.8368637,medium
R_2wgxBWQXALeY1l1,42.76860046,-86.11699677,increase,"I think the effect on local economy is that there are more people buying and spending money. Since there are a lot more immigrants, the economy should be doing better.",positive,,6,True,increase,"To go up, to raise the number","In the town of Addison, there has been a lot more immigrants working in the last three years. ",Republican,Male,BornInUS,English,USA,0.375,0.189327,0.5194324,0.29124054,neutral,-0.99161893,-0.6368688923405249,0.09445349,0.72584134,0.17970516,neutral,0.8907783,high
R_2tFLNx8ep12ZShi,40.52009583,-75.77680206,increase,"I think the effect would be a good one. More workers, more business, more money flowing in the economy. Those workers had to eat and have lodging and purchase other items. That means more money for those areas.",positive,flow,8,True,increase,"more, a greater amount than previously.",There is more immigrants working in Addison in the last 3 years.,Independent,Female,BornInUS,English,United States,0.4291666666666667,0.012107905,0.16320565,0.8246864,positive,0.53695154,0.19860379251398658,0.09491802,0.74709094,0.15799104,neutral,0.86326027,high
R_2ZWb8SfB0ykkLmC,39.32980347,-76.63500214,invasion,I think the growth in immigrant workers has been good for the local economy. They are doing many important jobs that help to provide food and other services. They also help to build our community and encourage sustainable lifestyles by creating small local businesses we can support.,positive,,9,True,invasion,a hostile intrusion,"In the last three years, there has been a large influx of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,United States,0.17500000000000002,0.0012349808,0.024794856,0.9739701,positive,0.96471876,0.6163401349412423,0.057704348,0.8589195,0.083376095,neutral,0.86061287,high
R_4HktMjCz1HMyCmR,25.75520325,-80.22930145,boost,I think the local economy has been very active and improving because of so many immigrants working and starting new businesses,positive,,9,True,boost,huge increase,there has been a lot of immigrant labor in the town of Addison during the last three years,Republican,Male,BornInUS,English,United States,0.09260606060606061,0.0012843214,0.038110115,0.96060556,positive,0.92642313,0.6163401349412423,0.19482607,0.7545135,0.05066049,neutral,0.8713865,high
R_1rdWovLTPlzKtCD,41.15499878,-76.1140976,increase,"I think the local economy has gotten better. I think this population spends money, thus, increasing the economy.",positive,,10,True,increase,The immigrant labor force has gotten bigger,The town of Addison has seen an increase in immigrant labor in the last three years.,Democrat,Female,BornInUS,English,United States,0.25,0.004567699,0.08794774,0.9074846,positive,0.7742068,1.034076477368498,0.013028634,0.82533133,0.16164005,neutral,0.83349085,medium
R_3h0IrsHMi1Q5zw8,33.13659668,-117.0610962,flood,"I think the local economy has improved based on the fact that many people have started their own businesses. These businesses I assume will need product from the surrounding farming community. These businesses will also depend on other professions such as cleaning, construction, food services and the manual labor provided by other residents. I think that is why more people have moved into the area, increasing the population from 12,000 to 40,000 immigrant workers.",positive,,10,True,flood,a large increase in the amount of a particular object or persons.,"The town of Addison has seen a large increase in labor done by immigrants, throughout the last three years.",Democrat,Male,BornInUS,English,United States,0.19285714285714287,0.01063347,0.25641313,0.7329534,positive,0.2740939,1.034076477368498,0.013108776,0.72377455,0.26311666,neutral,0.7984253,low
R_10Oc4SJs8YiWTTE,33.87440491,-117.8564987,flood,"I think the local economy has overall improved due to the added workers from the influx of immigrants. However, this can also be worse for previous residents of Addison, because some of them may actually lose their jobs in farming and other sectors such as cleaning to the new immigrants.",positive,,7,True,flood,A rapid inflow of people or other things into an area.,"Over the past three years, a surge of immigrants have come to work in the town of Addison.",Democrat,Female,BornInUS,English,United States of America,-0.0755892255892256,0.3058583,0.47481254,0.21932909,neutral,-1.1976787,-0.21913254991326914,0.108096324,0.82531923,0.06658451,neutral,0.8836503,high
R_yIQ9PX2IcSoGtmV,41.87330627,-103.6613998,increase,I think the local economy has seen a positive effect from the increase of immigrant labor. The people fill a labor need in the community from agriculture jobs to service jobs. The local economy would also benefit from the new small businesses. ,positive,,7,True,increase,more than before,"Addison has seen an increase in immigrant labor, in the last three years.",Independent,Female,BornInUS,English,United States,0.022727272727272728,0.0015476773,0.05105697,0.9473954,positive,0.88856983,-0.21913254991326914,0.038954,0.8463811,0.11466483,neutral,0.7731824,low
